target,n,T,alpha,kernel,gap,ess_per_step,ess_per_step_se,ess_per_sec,accept_rate,split_rhat,gated_out,D3_width
chain,6,1.0,0.15,walk_g0.03,0.0005952864092509946,0.0007504484655646694,0.00017365748988785806,113.31572887844675,0.9813120000000002,1.0509698115608777,True,13.772466777311575
chain,6,1.0,0.15,walk_g0.1,0.00043104085076905996,0.0005858796005340511,0.00020254686007849742,89.31702383272781,0.9846160000000002,1.0738675536112565,True,13.772466777311575
chain,6,1.0,0.15,walk_g0.3,0.00023054078965734082,0.0006394279546426353,8.52284884763578e-05,94.7552360671779,0.990248,1.0754945665556492,True,13.772466777311575
chain,6,1.0,0.15,walk_g1,8.401750080944126e-05,0.0002798608953612703,3.6796652703535315e-05,42.14059017200095,0.9962880000000001,1.193103358455962,True,13.772466777311575
chain,6,1.0,0.15,walk_g3,2.9492247449303122e-05,0.00019573695794180413,3.433118042505795e-05,28.859433986812242,0.9986439999999999,1.232467276650743,True,13.772466777311575
chain,6,1.0,0.15,walk_g10,8.997965290746812e-06,0.00012097502124185006,1.921762593802427e-05,16.933597426769204,0.999564,1.6136723180010537,True,13.772466777311575
chain,6,1.0,0.3,single_flip,nan,0.016852751638322058,0.0012422382716152016,2817.594581106037,0.14119600000000002,1.0009242984025553,False,11.90006392296144
chain,6,1.0,0.3,uniform,nan,0.03439179688297099,0.0011542201162268557,5924.107930766399,0.076008,1.000942910101431,False,11.90006392296144
chain,6,1.0,0.3,walk_g0,0.0043459310834490505,0.0043544612677358,0.00016741950344443423,651.8729357806047,0.896212,1.001360756581336,False,11.90006392296144
chain,6,1.0,0.3,walk_g0.03,0.003564992311229198,0.0034475546301609796,0.00026833487718738947,516.6616534154342,0.9042159999999999,1.0046109363749403,False,11.90006392296144
chain,6,1.0,0.3,walk_g0.1,0.002472479025057428,0.002530449785671928,0.00026829762382781056,368.70309619518696,0.9201119999999999,1.0037354056330596,False,11.90006392296144
chain,6,1.0,0.3,walk_g0.3,0.0012722996787570828,0.0012019658334687002,0.0002020353556043577,180.28937732407672,0.94862,1.01397409677526,False,11.90006392296144
chain,6,1.0,0.3,walk_g1,0.0004545070355387315,0.0006266059224155768,0.0001220991939020238,92.63477339038702,0.979368,1.0496126694795047,False,11.90006392296144
chain,6,1.0,0.3,walk_g3,0.00015853173867563797,0.00044669379291174816,7.84622571644612e-05,68.14570899507481,0.9926639999999999,1.0811457693417104,True,11.90006392296144
chain,6,1.0,0.3,walk_g10,4.825678552455859e-05,0.0004609692090053603,0.00020056434373967656,64.77454813602698,0.9979199999999999,1.3987980271305887,True,11.90006392296144
chain,6,1.0,0.5,single_flip,nan,0.016852751638322058,0.0012422382716152016,2577.0464311190453,0.14119600000000002,1.0009242984025553,False,10.241932316991697
chain,6,1.0,0.5,uniform,nan,0.03439179688297099,0.0011542201162268557,4536.1265175812,0.076008,1.000942910101431,False,10.241932316991697
chain,6,1.0,0.5,walk_g0,0.020814119919762675,0.015716813406361083,0.0013804035583058647,2015.9175453382952,0.660996,1.0007202552507048,False,10.241932316991697
chain,6,1.0,0.5,walk_g0.03,0.016212357031216595,0.01380121151468935,0.0006705247697945218,1825.2197145625626,0.6816760000000001,1.0019367171549511,False,10.241932316991697
chain,6,1.0,0.5,walk_g0.1,0.0105271799408454,0.010144851317119351,0.0007012756191531943,1299.6290153660127,0.7296119999999999,1.000850175118325,False,10.241932316991697
chain,6,1.0,0.5,walk_g0.3,0.005100071002967721,0.004416769560054404,0.00042781250267946805,548.5770865299934,0.8224199999999999,1.0034679058566707,False,10.241932316991697
chain,6,1.0,0.5,walk_g1,0.0017518477023065193,0.0017008413316458298,0.00022577703535526811,214.78637971694525,0.9264880000000002,1.011033054239221,False,10.241932316991697
chain,6,1.0,0.5,walk_g3,0.0006007104103685768,0.0007319260567291764,0.00011944845440813577,97.20047365211886,0.972584,1.0293104539658775,False,10.241932316991697
chain,6,1.0,0.5,walk_g10,0.00018155716462653348,0.0006604907525129273,0.00015337239785914017,93.58229383054825,0.9915160000000001,1.2095137391146067,True,10.241932316991697
sk,6,0.1,0.05,single_flip,nan,0.11951769557100678,0.006021152309511516,19686.08047587875,0.036416,1.0318759484899847,False,4.290212800527455
