T,adv_violation_rel,advantage_cell,alpha,cell,class,envelope,ess_per_step_g0,ess_per_step_g0.316,ess_per_step_g31.6,gamma_star_rel,gap_g0,gap_g0.01,gap_g0.0316,gap_g0.1,gap_g0.316,gap_g1,gap_g10,gap_g100,gap_g3.16,gap_g31.6,gap_sf,gap_uf,interior_peak,l1_violated,n,peak_over_envelope
0.36717620787771027,nan,False,0.3537182468025383,30,sk,0.12842726755763523,0.04436611263945219,0.003872338763125767,0.0011410051253332055,0.0,0.07296053933196844,0.06049046460397367,0.042431467893420005,0.01895841814915422,0.005543976180913512,0.0016073452341296424,0.0001653793634163181,1.6694334232458807e-05,0.0005143437952294105,5.266531482595038e-05,0.006526681377780341,0.12842726755763523,False,False,5,-0.5289904881233503
0.06513268349830666,nan,False,0.6491175227088125,31,e01,0.031250000334994366,,,,0.0,0.0279229552775061,0.02629644097337458,0.023087644213874436,0.015514856259991827,0.005757383688953621,0.001077969720733818,1.4623366209276512e-05,1.5097217842541255e-07,0.00013558529175039524,1.4981657288082317e-06,9.048317650695026e-14,0.031250000334994366,False,False,5,-0.15851389787259274
2.622907080044044,nan,False,0.11731686391478371,32,rfim,0.19604425226437305,,,,0.03162277660168379,0.003184952006368813,0.003295311422520819,0.003432834767501114,0.003374126857592419,0.0023567583004205916,0.0010116156437255386,0.00011117806460114732,1.1195567362731751e-05,0.00034501851660451166,3.534597083476587e-05,0.1798361888686315,0.19604425226437305,True,False,4,-0.9824894903683694
1.0480465681695403,nan,False,0.390645940081794,33,rfim,0.09497823196780475,,,,0.0,0.015744526391065605,0.014740704900032542,0.012933805032571466,0.009232534889389576,0.004699294865751491,0.0017834480335945369,0.00019148950099223683,1.9276475255902703e-05,0.0005957293376113171,6.0860985085287034e-05,0.024744060180316163,0.09497823196780475,False,False,6,-0.8447991229713638
0.05390046869073257,-0.05471683578759943,True,0.7033793743086306,34,rfim,0.039408699667081604,,,,0.0,0.039408699667081604,0.037252380318795075,0.0331160344642506,0.023357864438896758,0.009610875047516343,0.0019877680951370102,2.8951762207074516e-05,3.014898007913658e-07,0.00026325790307779595,2.9855361041164485e-06,1.0902390101819037e-13,0.03125049903529031,False,False,5,-0.05471683578759945
0.07445217348297006,nan,False,0.05299346963260976,35,e01,0.031250000000175415,,,,0.0,3.51876694448805e-07,3.1293744839899773e-07,2.4655314745380963e-07,1.3008968113847885e-07,3.445035190452472e-08,4.960042709889478e-09,5.775291356258094e-11,7.183142969324763e-13,5.517243328867494e-10,6.145861597417479e-12,4.374299822362815e-08,0.031250000000175415,False,False,5,-0.9999899860016513
7.403335923085372,nan,False,0.38874642681129384,36,sk,0.7652967420212257,,,,0.0,0.4027877201527593,0.38660621266990003,0.35638158073697146,0.2856711965445552,0.1696852708399591,0.07080711540040374,0.007972279439000363,0.0008065140021549233,0.024512359746503676,0.002543351069334343,0.13856606994086085,0.7652967420212257,False,False,5,-0.49482835684255744
1.4643392015368777,nan,False,0.3668340217330696,37,rfim,0.16583835686148107,,,,0.0,0.05009475567603516,0.04724362466661769,0.042011011390410746,0.030942437707535797,0.016550648254510247,0.006494644393812532,0.0007076128673296767,7.13296007044395e-05,0.0021940013221517507,0.00022513346529628997,0.07735436754354319,0.16583835686148107,False,False,5,-0.7151224507965994
0.08227993008162268,nan,False,0.7589761491981091,38,e01,0.1964693688965663,,,,0.1,0.05299253883169275,0.05514282431496398,0.05934241213064384,0.06785563399641925,0.06636752872608731,0.03985339051982828,0.00557323338502036,0.0005771301750775448,0.016213027360751475,0.0018097884449276291,0.1964693688965663,0.03127644869497059,True,False,5,-0.6546248691207295
0.7989545738809214,nan,False,0.09887760171607599,39,e01,0.1207529478264282,,,,0.31622776601683794,0.0004773369481693157,0.000546335731770986,0.0006759804263016811,0.0009319764632754746,0.000978843300635912,0.0005155017188023248,5.915210973417295e-05,5.9591679055781555e-06,0.00018275715916649116,1.881345719623173e-05,0.1207529478264282,0.09412181303142764,True,False,4,-0.9918938351547085
3.0800742588392733,nan,False,0.8987408494153326,40,rfim,0.15537387622125887,0.117546456102834,0.05549007736984111,0.0008003072251873479,0.03162277660168379,0.13525416427177128,0.1366527525983755,0.13879555031858026,0.1373342974595304,0.0989896880039246,0.04462241547107659,0.005247726835313382,0.0005336395051032117,0.015947051623607766,0.0016807194994074015,0.15537387622125887,0.1535752391476506,True,False,5,-0.10669957077643077
0.2613137596771965,nan,False,0.4161421895329529,41,e01,0.03125978463699841,,,,0.0,0.00024376301633788344,0.0002086065762164635,0.00015461444158659798,7.639218879507137e-05,2.4396694152772902e-05,6.984148697486425e-06,6.598573981664302e-07,6.564533849839904e-08,2.1142811182928156e-06,2.078427131513294e-07,0.00010115114679165593,0.03125978463699841,False,False,5,-0.9933266790338164
1.2173688728141252,nan,False,0.4063622357874177,42,e01,0.05098786947932166,,,,0.0,0.014471475516158128,0.013475877083577115,0.011708074791749512,0.008195060679256572,0.004083514191791426,0.0015284833945821141,0.00016267532356850634,1.6359233028340192e-05,0.0005072726535338967,5.166320310689976e-05,0.027925536848175114,0.05098786947932166,False,False,6,-0.7357042523802193
0.5144338262157188,nan,False,0.5162627807196639,43,sk,0.3094764155094054,,,,0.03162277660168379,0.2179784801994049,0.2368197132474803,0.25803714350517815,0.22626407447059593,0.09931024850516557,0.03486317158450991,0.003366700017653046,0.0003324724444528915,0.010870577464572206,0.0010548031393102786,0.07945295720248868,0.3094764155094054,True,False,4,-0.16621386776616576
0.2991890630842602,nan,False,0.1654090036980849,44,rfim,0.17393801201034564,,,,0.1,0.004412657533840236,0.004654832846073154,0.005012171551676214,0.00524452323470348,0.0038936821762903806,0.0017069239383636914,0.00018882474803205707,1.9026148386891428e-05,0.0005851053580470111,6.0059442282045516e-05,0.17393801201034564,0.06250011950677681,True,False,4,-0.9698483202487589
1.762104359164917,nan,False,0.2539283636134959,45,rfim,0.13982767863002454,,,,0.0,0.013976366033125243,0.013374470272919381,0.012208999951020205,0.009445212939964032,0.005250363646323697,0.0020721360121930266,0.00022507911901747946,2.267572966851983e-05,0.0006986804900522836,7.158026194009626e-05,0.06498578745483141,0.13982767863002454,False,False,6,-0.9043503374728303
0.08546620041414862,0.011719532583357272,True,0.6262238956700547,46,sk,0.08949953388089038,,,,0.01,0.08949953388089038,0.09054842658440276,0.08152508578363615,0.020279131542508044,0.0013747900464737839,3.333504255731423e-05,4.936765518603892e-08,4.2809671363386315e-09,6.047586240676139e-07,1.3705973467281751e-08,1.269292702166247e-06,0.08791156051386884,True,True,5,0.011719532583357228
0.8412591241838977,nan,False,0.14568856731437754,47,rfim,0.07708735502196895,,,,0.03162277660168379,0.0013722557909734423,0.0014294487737227524,0.00151184815132821,0.0011846367927775825,0.0006401053243715316,0.0002476285743319151,2.668265820326976e-05,2.686359096171209e-06,8.29707443829042e-05,8.481345356359249e-06,0.07708735502196895,0.016716707815743637,True,False,6,-0.9803878580229228
0.5574572288485469,nan,False,0.19542313202400785,48,e01,0.08966903734871945,,,,0.0,0.011353948154345983,0.01067205998528864,0.00941202157619625,0.006732578858215432,0.003389712361123287,0.0012779886874385582,0.00013727730638579683,1.3823028998771747e-05,0.00042687199406421517,4.3639850872745356e-05,0.08966903734871945,0.04816545819535889,False,False,6,-0.8809838903055756
0.08155623413646688,nan,False,0.16751206374858113,49,sk,0.12710591981249786,,,,0.0,5.5147937711996775e-05,5.149763317702227e-05,4.593085150594867e-05,3.117916473938109e-05,8.050981661456014e-06,5.260361208847542e-07,5.102912536969484e-10,4.919398222114069e-13,1.705382079997264e-08,1.5713985668242003e-11,6.661338147750939e-16,0.12710591981249786,False,False,4,-0.9995948447306546
